Rank,Name,Author,Description,Detail URL,New URL,Duplicate Count,LLMappCrazy,Sum
775,Stable Diffusion Prompter,by Bardia Shahrestani,I generate art prompts for stable diffusion / animatediff.,https://gptsapp.io/gpts/stable-diffusion-prompter-ai/n80kmbepj,https://chat.openai.com/g/g-eJRvH4169?utm_source=gptsapp.io,3,2,5
776,GIF Maker,by YOTA ISHIKAWA,I create unique GIFs by blending images as per your instructions.,https://gptsapp.io/gpts/gif-maker-ai/w0unb4s50,https://chat.openai.com/g/g-ZtH9986EJ?utm_source=gptsapp.io,10,0,10
777,SQL Chat,by askyourdatabase.com,"Connect and chat with your databases without writing SQL code - Supports MySQL, PostgreSQL, MongoDB, SQL Server, Snowflake. by AskYourDatabase.",https://gptsapp.io/gpts/askyourdatabase-ai/gxb4272s1,https://chat.openai.com/g/g-ZqVEsT3Vh?utm_source=gptsapp.io,1,0,1
778,SQL Generator,by Widenex,Advanced SQL assistant and query generator. Write clean SQL queries and become a much faster developer.,https://gptsapp.io/gpts/sql-copilot-ai/ookv0k668,https://chat.openai.com/g/g-OCdqpOW8Z?utm_source=gptsapp.io,1,0,1
779,Pdf to Word - PDF CONVERTER,by encuestaspagadas.click,"Transform your files with PDF CONVERTER . Experience swift and secure conversions from PDF to Word, Excel, PowerPoint, and more. Convert PDF to editable Word documents for free.",https://gptsapp.io/gpts/pdf-to-word-pdf-converter-ai/chgsmhjfa,https://chat.openai.com/g/g-CNjXE911U?utm_source=gptsapp.io,1,0,1
780,Statistics Solver,by solvely.ai,Most versatile and sophisticated math solver for all problems including geometry and word problems. Easy to understand with step-by-step explanations. Powered by Solvely.,https://gptsapp.io/gpts/statistics-solver-ai/0o4lih9u6,https://chat.openai.com/g/g-u5gWskF8h?utm_source=gptsapp.io,1,0,1
781,Mathematical statistics,by gpt.wpure.top,"Expert in graduate-level mathematical statistics, providing detailed and accurate explanations.",https://gptsapp.io/gpts/mathematical-statistics-ai/bmdeej5ne,https://chat.openai.com/g/g-RlxGWrXEy?utm_source=gptsapp.io,1,0,1
782,Startup Pitch Deck,by Ivan LR,"Your startup pitch deck co-pilot. Trained on successful decks from Youtube, Facebook, Uber (etc) and trusted venture capital frameworks.",https://gptsapp.io/gpts/startup-pitch-deck-ai/d3f2605ug,https://chat.openai.com/g/g-8Bup8KxbJ?utm_source=gptsapp.io,1,0,1
783,Statistic & Data Analyst,by ADOLFO C PEREIRA JR,Statistic and Data Analyst assistent,https://gptsapp.io/gpts/statistic-data-analyst-ai/3yqgutl1i,https://chat.openai.com/g/g-52FEjkr1P?utm_source=gptsapp.io,1,0,1
784,Your Startup Buddy,by Alberto Marcos,"Startup Consultant - Advice on the creation and development of new business ideas, support in current business practices, and key concepts of the startup ecosystem, such as BCM, MVP, and PMF. A good approach to Lean Startup methodology and detailed knowledge from specialized resources.",https://gptsapp.io/gpts/your-startup-buddy-ai/t6slr5utk,https://chat.openai.com/g/g-XRRlpHRwV?utm_source=gptsapp.io,1,0,1
785,Data Analysis - SPSS,by Meddidin ebuseerfo,"Expert in statistical analysis and SPSS, guiding researchers.",https://gptsapp.io/gpts/data-analysis-spss-ai/b8vctnbfb,https://chat.openai.com/g/g-Zr8z65jea?utm_source=gptsapp.io,1,0,1
786,IELTS Speaking,4.6,"? IELTS Speaking Test ??, providing scores ?. Tap earphone icon on ChatGPT APP to start ?. It has the latest IELTS topics. Set APP language to English to avoid auto-translation.",https://gptsapp.io/gpts/ielts-speaking-test-ai/hp9txi7or,https://chat.openai.com/g/g-LDICowG2o?utm_source=gptsapp.io,2,16,18
787,AI Cooking Assistant,by H. Schols,Your perfect digital sous-chef,https://gptsapp.io/gpts/ai-cooking-assistant-ai/j2sgsawtd,https://chat.openai.com/g/g-48bv2Thom?utm_source=gptsapp.io,1,0,1
788,Â¥Ã­Sora,by Sora,"Assistant helps you create high-quality video prompts, easily utilizing technology to produce stunning videos.",https://gptsapp.io/gpts/22-500-best-custom-gpt-ai/zl877n2dd,https://chat.openai.com/g/g-l57u6mm2S?utm_source=gptsapp.io,3,0,3
789,AI Drawing Image Generator?,by ps2ai.com,AI Image Generator Online | AI Art Generator | AI Photo Enhancer | AI Image Enhancer,https://gptsapp.io/gpts/ai-drawing-generator-ai/bw950hesd,https://chat.openai.com/g/g-XLibUCa3f?utm_source=gptsapp.io,0,0,0
790,Video AI Expert,by Sora-OpenAI,Sora Video Information based on the official information published.,https://gptsapp.io/gpts/ai-video-prompt-expert-ai/ny22sc9mf,https://chat.openai.com/g/g-KxhZYMszK?utm_source=gptsapp.io,1,0,1
791,AI Video Expert,by Sora-OpenAI,Sora Al Official information and videos.,https://gptsapp.io/gpts/nosora-ai/aw6fnb4um,https://chat.openai.com/g/g-09kgvJLaR?utm_source=gptsapp.io,2,0,2
792,Suno AI V3 - Lyrics,by @IvnAq,Creates awesome lyrics and proper structures for your songs,https://gptsapp.io/gpts/suno-ai-v3-lyrics-ai/s8kg9mdl3,https://chat.openai.com/g/g-FBiHEhSQ0?utm_source=gptsapp.io,1,0,1
793,Â¤ÃSora Official Guidance Expert,by DALL.E,"Sora Ai Video, Sora Prompts. OpenAl https://www.aisora.org",https://gptsapp.io/gpts/nosora-official-guidance-expert-ai/rs4zqkn81,https://chat.openai.com/g/g-yS2Gnv6aS?utm_source=gptsapp.io,2,0,2
794,IB GPT,by SHATHA QAMHEYEH,"IB expert with an academic yet approachable tone, offering guidance and resources.",https://gptsapp.io/gpts/ib-gpt-ai/k26wuygyn,https://chat.openai.com/g/g-6j3I06TF3?utm_source=gptsapp.io,2,2,4
795,IELTS Speaking Simulator,by BEIQIAO HU,"?? Conduct realistic test simulations and get feedback on the latest IELTS topics (May to August 2024). ?""How to use"" 1?? Choose the parts to simulate. 2?? Once the simulation is ready, press the earphone button on your phone/computer to start!",https://gptsapp.io/gpts/ielts-speaking-simulator-ai/lm0l6gnmw,https://chat.openai.com/g/g-uGueIrCsT?utm_source=gptsapp.io,1,0,1
796,Web Search!,by copilot.us,Browse the web using Google search. Discover the latest information online by entering keywords or phrases.,https://gptsapp.io/gpts/a-b-web-search-ai/lu3wyhqjp,https://chat.openai.com/g/g-aNINQ4qGF?utm_source=gptsapp.io,1,0,1
797,SMMA (Social Media Marketing Agency) SMM,by Clive Quintana,SMMA 2.0?| A GPT for beginners who wants to start a social media marketing agency. | Disruptive Advertising | SEO | Content Marketing Strategies | Lead Management | Social Media Manager | Ask anything & elevate your business today! ? [BETA],https://gptsapp.io/gpts/smma-guide-ai/7i0q0ivnq,https://chat.openai.com/g/g-IzLu7Y73c?utm_source=gptsapp.io,1,0,1
798,Physics Solver,by Mohammad Ibrahim,"Educational, detailed Physics guide and homework solver.",https://gptsapp.io/gpts/physics-q-a-expert-ai/s8w4g1cuv,https://chat.openai.com/g/g-3IspuzSnl?utm_source=gptsapp.io,12,3,15
799,Math Solver,by Jan Koten,"Structured, clear, step-by-step math problem solver",https://gptsapp.io/gpts/math-solver-ai/c8vbadd5z,https://chat.openai.com/g/g-ktOkQRmvl?utm_source=gptsapp.io,55,17,72
800,Physics Problem Solver,by twosphericalcows.com,Updated: 04/12/2024 - Attempting to compensate for GPT4 updatesÂ¡Â­ Let me know where it is failing,https://gptsapp.io/gpts/physics-problem-solver-ai/ff97hw8v3,https://chat.openai.com/g/g-knuJuWob6?utm_source=gptsapp.io,6,0,6
801,Social Media Manager|Content Creator Generator-AI,by orbixai.com,"Easily create posts for Social Media with Drilio AI. Boost your strategy on Instagram, TikTok, Twitter(X), Facebook(Meta) & more. Craft engaging content, plan calendar, optimize images, integrate SEO for rank, increase visibility & engagement expanding your online presence across different platforms",https://gptsapp.io/gpts/social-media-ai/t9kn9x3qj,https://chat.openai.com/g/g-Zo3fmsCJP?utm_source=gptsapp.io,0,0,0
802,Social Media Post Creator,by aischoolofbusiness.com,Creates social media posts tailored to your audience and topic & adds an image to accompany it,https://gptsapp.io/gpts/social-media-post-creator-ai/irf8bpay8,https://chat.openai.com/g/g-KmQztz0mb?utm_source=gptsapp.io,8,0,8
803,PDF AI Reader Chat (4.1 Â¡Ã¯),by aidocmaker.com,"4.1 Â¡Ã¯ Chat with ALL your PDFs for FREE. Upload PDFs up to 5000 pages quickly and easily, no signup required.",https://gptsapp.io/gpts/chat-pdf-ai/yejz904r0,https://chat.openai.com/g/g-oMM2c1bD3?utm_source=gptsapp.io,0,0,0
804,PPT Generator,by @gpt_boost,"A PPT automatic generator, used for information presentation and idea communication through slideshows. It involves the design of presentations, layout of content, PPT file generation",https://gptsapp.io/gpts/ppt-generator-ai/13ld3dqy7,https://chat.openai.com/g/g-Mt4cy0Ih2?utm_source=gptsapp.io,4,1,5
805,AI Content Detector,by Ratan Kumar Sarkar,"AI Content Detector is a sophisticated tool designed to identify and analyze text generated by artificial intelligence. It helps maintain authenticity and integrity in writing by distinguishing between AI-generated and human-created content, essential for educators and publishers.",https://gptsapp.io/gpts/ai-content-detector-ai/9ygeovbf0,https://chat.openai.com/g/g-NcgzdHmZc?utm_source=gptsapp.io,11,0,11
806,PMI Infinity - PMP Exam Simulator,by Project Management Institute,Explore 175 interactive questions and instantly uncover the intricacies of each response. Deepen your understanding of project management concepts to get you ready for the Project Management Professional (PMP)? certification exam.,https://gptsapp.io/gpts/pmi-infinity-pmp-exam-simulator-ai/kr77h0mj5,https://chat.openai.com/g/g-elRZlGQcX?utm_source=gptsapp.io,1,0,1
807,Wordpress Developer Pro,by Vesstgego AB,"Expert WordPress development assistant offering technical guidance, solutions, and resources.",https://gptsapp.io/gpts/wordpress-developer-pro-ai/73n8k6s61,https://chat.openai.com/g/g-PVL1BQhY9?utm_source=gptsapp.io,1,0,1
808,3D Modeler,by Josh Brent N. Villocido,I turn your creative ideas into stunning 3D digital art!,https://gptsapp.io/gpts/3d-modeler-ai/ejj10fgzq,https://chat.openai.com/g/g-9tUvwy2fi?utm_source=gptsapp.io,2,0,2
809,Sales Cold Email Coach,by Phu Hai Nghiem,Ask me to write cold emails for you or review your drafts. My approach: I don't pitch. I shine a light on problems and start conversations with prospects.,https://gptsapp.io/gpts/sales-cold-email-coach-ai/786m8047e,https://chat.openai.com/g/g-p0BV8aH3f?utm_source=gptsapp.io,4,0,4
810,Screen Shot to Code,by DesignCntrl Inc.,"This simple app converts a screenshot to code (HTML/Tailwind CSS, or React or Vue or Bootstrap). Upload your image, provide any additional instructions and say ""Make it real!""",https://gptsapp.io/gpts/screen-shot-to-code-ai/s92ft301v,https://chat.openai.com/g/g-0fiJrSSdG?utm_source=gptsapp.io,1,13,14
811,Economics + Math ?,by Antton Lindholm,"Error checking and explanation in Econ and Math. Designed to support learning by simplifying and clarifying complex subjects in these disciplines. It serves as an excellent support for students & professionals in the field. Last updated May 13, Feedback is welcome.",https://gptsapp.io/gpts/economics-math-ai/j2mx8kys8,https://chat.openai.com/g/g-C7a88QZNK?utm_source=gptsapp.io,0,0,0
812,UI Designer,by SAMUEL AIDOO,I assist in creating UI designs for apps.,https://gptsapp.io/gpts/ui-designer-ai/yix34py5w,https://chat.openai.com/g/g-AnfMn0gbM?utm_source=gptsapp.io,18,5,23
813,SeanGPT - Copywriting Coach & Consultant,by Sean Vosler,"A copywriting coach and consultant based on Sean Vosler's ""7 Figure Marketing Copy"" book, it can critique, coach, and even write copy for you and your offer. ? You can attach reference materials as well such as your product details, audience details, etc... or just paste your website url in chat!",https://gptsapp.io/gpts/seangpt-copywriting-coach-consultant-ai/wwe6xfiv5,https://chat.openai.com/g/g-ZbDOdkbFb?utm_source=gptsapp.io,1,0,1
814,Flowchart Generator,by John Lu,"Expert in multilingual generation of sequence diagrams, Gantt charts, class diagrams, state diagrams, and flowcharts ^_^",https://gptsapp.io/gpts/flowchart-generator-ai/lz16zqwjh,https://chat.openai.com/g/g-nHO8NDB3W?utm_source=gptsapp.io,1,0,1
815,Dating Coach,by AI Research+,"?????? ?????, ?????????????",https://gptsapp.io/gpts/casanova-the-dating-coach-for-men-ai/1o646ocpz,https://chat.openai.com/g/g-SObeuI1cl?utm_source=gptsapp.io,37,2,39
816,Pine Script Pro,by Gabriel Back,Expert in Pine Script for TradingView script development and optimization.,https://gptsapp.io/gpts/pine-script-pro-ai/3x1zlxl3u,https://chat.openai.com/g/g-VRzMQlMs4?utm_source=gptsapp.io,25,11,36
817,CybGPT - Cyber Security - Cybersecurity,by Coinnect SA,Your Cybersecurity Assistant - Collaborate https://github.com/Coinnect-SA/CybGPT,https://gptsapp.io/gpts/cybgpt-ai/ihun1skpm,https://chat.openai.com/g/g-kox62b9Hu?utm_source=gptsapp.io,1,0,1
818,Professional LinkedIn Post Writer,by Dimitri Klink,"Adapts tone, seeks clarity, crafts formal yet approachable LinkedIn posts.",https://gptsapp.io/gpts/professional-linkedin-post-writer-ai/3crrb8qyd,https://chat.openai.com/g/g-wzCQWPdaA?utm_source=gptsapp.io,1,0,1
819,website design,by sebastian,creates a website design for you,https://gptsapp.io/gpts/website-design-ai/ey14zmbt7,https://chat.openai.com/g/g-0deevqxGL?utm_source=gptsapp.io,1,1,2
820,Script Pro,by charlyaisolutions.com,?#1 AI for YouTube Scripts? Creates and analyzes YouTube scripts step-by-step with accurate word count. Feel free to try: https://chat.openai.com/g/g-u6ooEbi8z-script-to-video-generator,https://gptsapp.io/gpts/scriptcraft-ai/6k0xkhh9v,https://chat.openai.com/g/g-0NDPWPZ9v?utm_source=gptsapp.io,2,1,3
821,Scholar AI GPT: MixerBox Scholar,by MixerBox Inc.,AI GPT for free and reliable academic search engine! Find research papers and get answers in an instant!,https://gptsapp.io/gpts/mixerbox-scholar-ai/l694jmc3c,https://chat.openai.com/g/g-8Hpsk6WE2?utm_source=gptsapp.io,1,0,1
822,Graph Maker,by Iwan,"This GPT can provide guidance on the most appropriate type of graph for different data sets, such as bar charts, line graphs, pie charts, scatter plots, and more.",https://gptsapp.io/gpts/graph-maker-ai/4a7iuk07d,https://chat.openai.com/g/g-xOu1udAy0?utm_source=gptsapp.io,2,0,2
823,Java,by Vyali,We are java backend developers and we want to query different java related queries and also want code of basic crud and related services.,https://gptsapp.io/gpts/java-ai/zfh1x173b,https://chat.openai.com/g/g-czBz1l3aY?utm_source=gptsapp.io,18,42,60
824,Python?,4.3,"Reliable in understanding complex tasks, creating clear execution plans, and offering detailed guidance in Python libraries and API services. Committed to engaging directly and personalizing support to your specific development journey.",https://gptsapp.io/gpts/dev-master-ai/7oivl7ml4,https://chat.openai.com/g/g-iF6V6LCML?utm_source=gptsapp.io,0,0,0
825,Programming Genius,by SAMUELE GIRAUDO,"Delivers complete solutions to any programming question, no matter the language and the complexity.",https://gptsapp.io/gpts/programming-genius-ai/ywaxh3kbq,https://chat.openai.com/g/g-7GcvZVVaZ?utm_source=gptsapp.io,1,0,1
826,Sales & Email Coach,by AI Research+,"???? ????? ????? ??????For sales simulations, sales emails and sales materials",https://gptsapp.io/gpts/sales-coach-ai/epiugjpcj,https://chat.openai.com/g/g-HKpDuDZ2h?utm_source=gptsapp.io,0,0,0
827,Arduino Maestro,by Branko Doljac,Ultimate expert in the latest Arduino knowledge and information.,https://gptsapp.io/gpts/arduino-maestro-ai/oharb86bi,https://chat.openai.com/g/g-c8gepo95x?utm_source=gptsapp.io,1,0,1
828,Coding Expert,by VILOMET,Coding expert for popular frameworks and languages,https://gptsapp.io/gpts/coding-expert-ai/xwxv3q261,https://chat.openai.com/g/g-geVkN87vv?utm_source=gptsapp.io,8,0,8
829,Rust,by Widenex,"Your personal Rust assistant and project generator with a focus on responsive, efficient, and scalable code. Write clean code and become a much faster developer.",https://gptsapp.io/gpts/rust-copilot-ai/xtpghgpzr,https://chat.openai.com/g/g-pWbYqrykB?utm_source=gptsapp.io,5,20,25
830,Macro Economics Expert,by Mukhammadyusuf Abdurakhimov,AI Robot Macro Economics Expert,https://gptsapp.io/gpts/macro-economics-expert-ai/xg3bknr6r,https://chat.openai.com/g/g-R5MDYfBQV?utm_source=gptsapp.io,2,1,3
831,Rewriter,by hix.ai,"Rewrite your content while maintaining its essence with our Rewriter. This rewriting tool rephrases your text effectively, giving it a fresh spin without losing the original context.",https://gptsapp.io/gpts/rewriter-ai/l6o9nqog0,https://chat.openai.com/g/g-QgnQNhFnO?utm_source=gptsapp.io,19,3,22
832,Image Editor,by Ruslan Mustafin,"I can help with basic image operations - crop, resize, scale, rotate, convert between formats etc. You can either upload a single image or a batch of images. For any questions/suggestions reach my creator out here: https://x.com/_ruslanmustafin",https://gptsapp.io/gpts/image-editor-ai/wqxk5xjq9,https://chat.openai.com/g/g-WXEhiLIoP?utm_source=gptsapp.io,4,0,4
833,Ad Copywriter Pro,by udm.ai,"Crafts ad copy for multiple channels: Facebook, Google, YouTube, Instagram, LinkedIn. Analyzes product details, audience, campaign objectives. Enhances advertising efficiency, conserves resources and time.",https://gptsapp.io/gpts/ad-copywriter-pro-ai/yj1s1k3ki,https://chat.openai.com/g/g-Drjy5VJxA?utm_source=gptsapp.io,1,0,1
834,Modern Next.js Assistant,by navidre.com,"Specialized in Next.js, App Router, TypeScript, Shadcn, and Tailwind CSS; avoids pages router. Has preloaded documentation of Next.js version 14 and shadcn version 0.6. Version: 1.3.1. Follow: https://x.com/navid_re",https://gptsapp.io/gpts/modern-next-js-assistant-ai/32f781q0j,https://chat.openai.com/g/g-5uKZEh1up?utm_source=gptsapp.io,5,0,5
835,Genie - Your Excel VBA Expert,by Surendra Reddy,Excel VBA Specialist,https://gptsapp.io/gpts/genie-your-excel-vba-expert-ai/of91c7zm3,https://chat.openai.com/g/g-GxN3a0Auf?utm_source=gptsapp.io,1,0,1
836,Flow Chart Genius,by Yolanda Williams,I create flow charts to explain connections.,https://gptsapp.io/gpts/flow-chart-genius-ai/gx15rcjw8,https://chat.openai.com/g/g-uVn4O2oB4?utm_source=gptsapp.io,1,2,3
837,Cooking & Recipes,by AI Research+,"???? ??????? & ?????? ???????for healthy recipes, international cooking & recipes, personalized recipes & cooking.",https://gptsapp.io/gpts/recipes-ai/fn81ckkq5,https://chat.openai.com/g/g-1NzegXwoM?utm_source=gptsapp.io,0,0,0
838,Academic Research Reviewer,by M Rizwan,"Upon uploading a research paper, I provide a concise section wise analysis covering Abstract, Lit Review, Findings, Methodology, and Conclusion. I also critique the work, highlight its strengths, and answer any open questions from my Knowledge base of Open source materials.",https://gptsapp.io/gpts/academic-research-reviewer-ai/wt1z40llw,https://chat.openai.com/g/g-YgkKaPZNm?utm_source=gptsapp.io,1,0,1
839,War Room,by puzzle.today,A virtual room of experts collaborate to resolve your query.,https://gptsapp.io/gpts/war-room-ai/o56ji63ub,https://chat.openai.com/g/g-wK6ZXW0wa?utm_source=gptsapp.io,3,0,3
840,AI Lawyer,by Richard Rodgers,AI Lawyer GPT by StartupTechLaw.com Does not constitute lawyer-client privilege and is NOT legal advice. For information and entertainment purposes only.,https://gptsapp.io/gpts/ai-lawyer-ai/5wobdnpym,https://chat.openai.com/g/g-QEj3LcqxZ?utm_source=gptsapp.io,21,1,22
841,Character Roleplay,by NAIF J ALOTAIBI,"I roleplay as characters, mimicking their speech and mannerisms.",https://gptsapp.io/gpts/character-roleplay-ai/tk4aj5v6d,https://chat.openai.com/g/g-qdVlc66Na?utm_source=gptsapp.io,1,0,1
842,Rewrite,by Josh Brent N. Villocido,Offers fresh suggestions for your writing.,https://gptsapp.io/gpts/rewrite-ai/pqnpwaxkl,https://chat.openai.com/g/g-ICtJkldZu?utm_source=gptsapp.io,6,6,12
843,Rise AI - Investing Co-pilot,by riseai.app,"Rise is an AI Investment/Wealth Advisor, with access to real-time stock prices. Trained on 1300+ diverse financial data sources, and augmented by financial APIs. This tool uses AI, so it should not be considered financial advice - it is purely informational and educational. Now, ask me anything! :)",https://gptsapp.io/gpts/rise-ai-ai/anrhx3qn5,https://chat.openai.com/g/g-t4LOM48Bd?utm_source=gptsapp.io,1,0,1
844,Odoo AI,by rasard.com,Odoo Software Development Mentor,https://gptsapp.io/gpts/odoo-ai-ai/jm6i65htv,https://chat.openai.com/g/g-EcqDm06Kr?utm_source=gptsapp.io,5,0,5
845,Android Studio GPT,by Rhonal Alonso Delgado Padilla,GPT expert in Kotlin & Java.,https://gptsapp.io/gpts/android-studio-gpt-ai/e9haztxf8,https://chat.openai.com/g/g-JpKzMqNXU?utm_source=gptsapp.io,1,0,1
846,Resume GPT - AI Resume Coach,by joinrise.co,Enhance your resume with Resume GPT. Get personalized expert tips with industry-specific advice for a ATS-optimized resume to land your dream job.,https://gptsapp.io/gpts/resume-gpt-ai-resume-coach-ai/2l3bcyupj,https://chat.openai.com/g/g-PDeIQf2AS?utm_source=gptsapp.io,1,0,1
847,Consistent Image Generator,by deepdaive.com,"Geneate an image ? Request modifications. This GPT supports generating consistent and continuous images with DALL-E. It also offers the ability to restore or integrate photos you upload. ??Where to use: Wordpress Blog Post, Youtube thumbnail, AI profile, facebook, X, threads feed, Instagram reels",https://gptsapp.io/gpts/consistent-image-generator-ai/o7sj1zlvm,https://chat.openai.com/g/g-XxQgZLxX9?utm_source=gptsapp.io,4,0,4
848,"Photo Restoration, Photo Enhancer",by oldpicrestore.com,"Restore old pictures, restore old photos, restore face photos, and enhance the quality of any picture.",https://gptsapp.io/gpts/photo-restoration-ai/cco7zo2rv,https://chat.openai.com/g/g-A2dwOQpyg?utm_source=gptsapp.io,1,0,1
849,Paper Reviewer,by Xiufeng Liu,"Human-like, detailed reviewer for scientific papers.",https://gptsapp.io/gpts/paper-reviewer-ai/nua5oqusf,https://chat.openai.com/g/g-8Sfcmardr?utm_source=gptsapp.io,15,1,16
850,Research Assistant,by Liseli akayombokwa,"I will do effective online research, source evaluation and write papers.",https://gptsapp.io/gpts/research-assistant-ai/vxlr9mjk9,https://chat.openai.com/g/g-IQWgBhbRG?utm_source=gptsapp.io,129,10,139
851,Medical Research,by Murat Acar,"I simplify complex medical research, highlighting key points and sources.",https://gptsapp.io/gpts/medical-research-ai/wrsck1i48,https://chat.openai.com/g/g-lbG2dVfPE?utm_source=gptsapp.io,2,2,4
852,Chem Solver,by Mohammad Ibrahim,"Educational, detailed chemistry guide.",https://gptsapp.io/gpts/chem-solver-ai/i16crms86,https://chat.openai.com/g/g-RaGcoXIIO?utm_source=gptsapp.io,11,0,11
853,Generador de ImÂ¨Â¢genes,by Internethandel,"Este generador de imÂ¨Â¢genes estÂ¨Â¢ dise?ado para crear imÂ¨Â¢genes a partir de descripciones de texto. Con solo introducir un texto sencillo, los usuarios pueden obtener imÂ¨Â¢genes creativas, por lo que es ideal para artistas, dise?adores o cualquier persona que desee dar vida a sus ideas visualmente.",https://gptsapp.io/gpts/generador-de-imagenes-ai/icgm1jhw9,https://chat.openai.com/g/g-tvADFu1PW?utm_source=gptsapp.io,2,0,2
854,Animation Creation,by mindrenders.com,Create animated scenes and characters that resemble a 3D animated movie.,https://gptsapp.io/gpts/animation-creation-ai/69yvkoyh9,https://chat.openai.com/g/g-mMk82EkTz?utm_source=gptsapp.io,3,0,3
855,DALL Â¡Â¤ E3,by yaney.eu.org,Â´Â´ÃÃ·ÃÃÃÃ,https://gptsapp.io/gpts/dall-e3-ai/hig0txhna,https://chat.openai.com/g/g-iLoR8U3iA?utm_source=gptsapp.io,1,0,1
856,Interior Designer,by RAFID K,"Interior designer creating innovative, personalized design solutions",https://gptsapp.io/gpts/interior-designer-ai/2sd0phue2,https://chat.openai.com/g/g-0n6gMPOX1?utm_source=gptsapp.io,32,7,39
857,"ChatCody - GitHub, GitLab Assistant",by Grace Lungu,"GitHub / Lab - empowered assistant, designed for comprehensive repository interaction - from code contributions to read/write operations, reviews and advanced task automation.",https://gptsapp.io/gpts/chatcody-repository-assistant-ai/j093qatv7,https://chat.openai.com/g/g-jSqTyHBbh?utm_source=gptsapp.io,1,0,1
858,Relationship Coach,by AI Research+,"???? ????? ???????????? ?????? For relationship advice, relationship insights and relationship brainstorming.",https://gptsapp.io/gpts/relationship-coach-ai/gpnmldsz2,https://chat.openai.com/g/g-w1AlrEucq?utm_source=gptsapp.io,21,0,21
859,Tarot Reader,by KWAN KEITH,I'm a Tarot reader here to provide you with insightful card readings.,https://gptsapp.io/gpts/tarot-reader-ai/lglhcv4fg,https://chat.openai.com/g/g-VwEcTiTDT?utm_source=gptsapp.io,26,0,26
860,Writing Assistant,4.4,"Paste your text and receive 4 improved versions, from basic grammar fixes to high formality.",https://gptsapp.io/gpts/writing-assistant-ai/wfkclwf6q,https://chat.openai.com/g/g-BFTRnL3EU?utm_source=gptsapp.io,47,6,53
861,Chart Generator ??,by Yared B Belay,Creates graphs and offers design options ?? - (UPDATE!) Can support 3D Charts ?,https://gptsapp.io/gpts/chart-maker-ai/zhxo079hc,https://chat.openai.com/g/g-b9KXihvEN?utm_source=gptsapp.io,0,0,0
862,Python Copilot,by plgrc.com,Python assistant that prefers using battle tested open source libraries instead of writing code from scratch.,https://gptsapp.io/gpts/python-copilot-for-peoples-grocers-commune-ai/hcsq85mwo,https://chat.openai.com/g/g-zmY8GKub6?utm_source=gptsapp.io,14,0,14
863,?pt,by ???,????? ?? ? ?? ??,https://gptsapp.io/gpts/hyeongpt-ai/d8we1o9wn,https://chat.openai.com/g/g-l2StFUN05?utm_source=gptsapp.io,1,0,1
864,??? - ??? / ??? / ??? ?? ??!,by genexis.ai,AI? ???? ????! ??? ??? ? ??? ?? ? ?? ??? ??? ? ????. #??? #??? #?? #????? #???? #?? #?? #???? #SK #LG,https://gptsapp.io/gpts/myeonjeobwang-daegieob-gonggieob-sagieob-moyimyeonjeob-ai/1nhf8rk1q,https://chat.openai.com/g/g-bkU61gv9b?utm_source=gptsapp.io,1,0,1
865,GPT Search,by bargpt.app,"Find all the GPTs , fast and easy.",https://gptsapp.io/gpts/gpt-search-ai/ue6jso181,https://gptsapp.io/gpts/gpt-search-ai/ue6jso181#similar,14,2,16
866,Ask Dr. Andrew Huberman,by junyang.wang,"Maximize your productivity, physical and mental health with neuroscience. Trained with all the podcast episodes from Huberman Lab.",https://gptsapp.io/gpts/ask-dr-andrew-huberman-ai/i029rc2f1,https://gptsapp.io/gpts/ask-dr-andrew-huberman-ai/i029rc2f1#similar,0,0,0
867,AI Tutor by GeniusTutor,by geniustutor.ai,"Best AI homework helper for all subjects. As a smart homework AI, AI Tutor by GeniusTutor offers smart AI answers for your homework and helps you do it easily.",https://gptsapp.io/gpts/ai-tutor-by-geniustutor-ai/daaaoe5v3,https://chat.openai.com/g/g-fjM10JOqi?utm_source=gptsapp.io,1,0,1
868,Â¤ÃSora Official Guidance Expert,by sora-app,"Sora Ai Video, Sora Prompts. OpenAl https://www.aisora.org",https://gptsapp.io/gpts/so-ra-prompt-plus-ai/1exdftyvx,https://gptsapp.io/gpts/so-ra-prompt-plus-ai/1exdftyvx#similar,2,0,2
869,NovelGPT Dark,by DALLÂ¡Â¤??E,Helping you turn a simple idea into a complete story. It is the dark version of NovelGPT Simplified version.,https://gptsapp.io/gpts/shuang-wen-xiao-shuo-sheng-cheng-gpt-ai/yxrvaosz8,https://gptsapp.io/gpts/shuang-wen-xiao-shuo-sheng-cheng-gpt-ai/yxrvaosz8#similar,1,0,1
870,"???? - ?? ?? ?? ??, ??? No way! ?",by genexis.ai,?? ???? ??? ??? ?? ?? ???? ?? ??? ??????! ???? ??? ???? ???? ??? ?? ??!! MZ ???? ? ?? ?? ??? ?? ???? ?????. ?? ??? ?? ?? ???? ??? ?? ?????. ??? ??? ?? ? ??? ?? ??????!,https://gptsapp.io/gpts/ssandatoig-toig-yeongeo-siheom-junbi-nojaem-no-way-ai/oomy2xrcf,https://chat.openai.com/g/g-WrfNw81uE?utm_source=gptsapp.io,1,0,1
